ResponseId,Country,DevType,wexp_bin,salary_filtered,wexp_order,uses_ai
64607,,,,,,
64608,Poland,"Developer, back-end",,,,1.0
64609,,,,,,
64610,Pakistan,DevOps specialist,5-10,,3.0,0.0
64611,Uzbekistan,"Developer, back-end",,,,
64612,,,,,,
64613,,,,,,1.0
64614,,Academic researcher,,,,
64615,,"Developer, embedded applications or devices",,,,
64616,,,,,,
64617,,,,,,
64618,,,,,,
64619,,,,,,
64620,,,,,,
64621,Italy,"Developer, full-stack",15-20,,5.0,0.0
64622,Spain,"Developer, full-stack",,,,1.0
64623,,,,,,1.0
64624,Spain,Academic researcher,,,,1.0
64625,,,,,,
64626,Germany,"Developer, back-end",10-15,,4.0,1.0
64627,,,,,,1.0
64628,,Student,,,,
64629,,,,,,
64630,,,,,,
64631,,,,,,1.0
64632,Italy,"Developer, back-end",,,,1.0
64633,Czech Republic,"Developer, back-end",,,,1.0
64634,,Data engineer,,,,
64635,,,,,,
64636,,"Developer, back-end",,,,
64637,Sweden,Student,,,,1.0
64638,Ireland,"Developer, full-stack",,,,1.0
64639,Belarus,"Developer, game or graphics",,,,
64640,,,,,,1.0
64641,,"Developer, full-stack",,,,
64642,Norway,DevOps specialist,,,,1.0
64643,,,,,,
64644,,"Developer, full-stack",,,,
64645,,,,,,
64646,,"Developer, back-end",,,,
64647,,,,,,
64648,,,,,,0.0
64649,Bosnia and Herzegovina,"Developer, full-stack",,,,1.0
64650,,,,,,
64651,Netherlands,"Developer, full-stack",5-10,,3.0,1.0
64652,,,,,,1.0
64653,,,,,,
64654,,,,,,
64655,India,"Developer, front-end",1-3,,1.0,0.0
64656,,,,,,1.0
64657,,,,,,
64658,Italy,"Developer, front-end",10-15,,4.0,0.0
64659,,"Developer, full-stack",,,,0.0
64660,,,,,,1.0
64661,Russian Federation,"Developer, back-end",20-30,,6.0,0.0
64662,,,,,,
64663,France,"Developer, full-stack",,,,
64664,Japan,"Developer, mobile",,,,1.0
64665,,,,,,1.0
64666,,,,,,
64667,,,,,,
64668,,,,,,
64669,,"Developer, front-end",,,,
64670,France,"Developer, full-stack",1-3,,1.0,1.0
64671,,,,,,
64672,,Data or business analyst,,,,0.0
64673,,,,,,1.0
64674,Germany,"Developer, desktop or enterprise applications",15-20,,5.0,0.0
64675,,,,,,
64676,,,,,,1.0
64677,,,,,,1.0
64678,China,"Developer, embedded applications or devices",,,,1.0
64679,Serbia,DevOps specialist,,,,
64680,,,,,,0.0
64681,India,"Developer, front-end",,,,1.0
64682,,,,,,
64683,Spain,"Developer, back-end",,,,
64684,,,,,,1.0
64685,,,,,,1.0
64686,United Kingdom of Great Britain and Northern Ireland,"Developer, back-end",,,,1.0
64687,,,,,,1.0
64688,,"Developer, full-stack",,,,
64689,,,,,,1.0
64690,,,,,,
64691,India,Student,,,,0.0
64692,,,,,,
64693,,,,,,
64694,,,,,,
64695,,,,,,1.0
64696,,,,,,0.0
64697,,"Developer, full-stack",,,,
64698,Pakistan,"Developer, full-stack",,,,1.0
64699,,,,,,
64700,,,,,,1.0
64701,,,,,,1.0
64702,Switzerland,"Senior Executive (C-Suite, VP, etc.)",30+,,7.0,0.0
64703,,,,,,1.0
64704,,Other (please specify):,,,,
64705,Iceland,"Developer, embedded applications or devices",20-30,,6.0,0.0
64706,Poland,"Developer, back-end",,,,0.0
64707,,,,,,
64708,,Academic researcher,,,,
64709,,,,,,
64710,France,"Developer, AI",20-30,,6.0,1.0
64711,,,,,,
64712,,,,,,1.0
64713,,"Developer, back-end",,,,1.0
64714,,,,,,1.0
64715,,,,,,
64716,,,,,,1.0
64717,Russian Federation,"Developer, back-end",3-5,,2.0,1.0
64718,Hong Kong (S.A.R.),Data engineer,3-5,,2.0,1.0
64719,,,,,,
64720,,,,,,1.0
64721,,,,,,1.0
64722,,,,,,
64723,,"Developer, full-stack",,,,
64724,China,"Developer, back-end",,,,1.0
64725,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",20-30,,6.0,0.0
64726,Spain,"Developer, back-end",5-10,,3.0,0.0
64727,,,,,,
64728,Norway,"Developer, desktop or enterprise applications",,,,0.0
64729,Uganda,Database administrator,,,,0.0
64730,India,"Developer, QA or test",,,,0.0
64731,France,Project manager,30+,,7.0,0.0
64732,,,,,,
64733,,"Developer, full-stack",,,,
64734,,,,,,
64735,United States of America,Student,,,,
64736,,Data scientist or machine learning specialist,,,,0.0
64737,,,,,,1.0
64738,Germany,"Developer, embedded applications or devices",,,,
64739,,,,,,
64740,,,,,,
64741,Netherlands,"Developer, full-stack",,,,0.0
64742,,,,,,
64743,,,,,,1.0
64744,Jordan,"Developer, back-end",3-5,,2.0,0.0
64745,Slovenia,"Developer, full-stack",1-3,,1.0,0.0
64746,,,,,,
64747,,,,,,
64748,,,,,,
64749,,Project manager,,,,
64750,United States of America,"Developer, full-stack",,,,0.0
64751,,,,,,
64752,,,,,,1.0
64753,,"Developer, full-stack",,,,
64754,India,"Developer, full-stack",,,,1.0
64755,France,"Developer, full-stack",,,,
64756,Bulgaria,Student,,,,0.0
64757,,,,,,
64758,,,,,,
64759,Italy,"Developer, full-stack",,,,1.0
64760,,,,,,1.0
64761,,,,,,
64762,,,,,,
64763,Croatia,"Developer, back-end",,,,
64764,Germany,"Developer, full-stack",10-15,,4.0,1.0
64765,France,"Developer, full-stack",,,,1.0
64766,,,,,,
64767,,Cloud infrastructure engineer,,,,
64768,Poland,"Developer, mobile",5-10,,3.0,0.0
64769,France,"Developer, full-stack",,,,
64770,,"Developer, full-stack",,,,
64771,,,,,,1.0
64772,,"Developer, front-end",,,,0.0
64773,,,,,,
64774,,"Developer, game or graphics",,,,1.0
64775,,,,,,1.0
64776,,,,,,
64777,"Iran, Islamic Republic of...",Blockchain,,,,1.0
64778,India,"Developer, full-stack",1-3,,1.0,0.0
64779,,,,,,
64780,,,,,,1.0
64781,,,,,,
64782,,"Developer, full-stack",,,,
64783,,"Developer, full-stack",,,,
64784,Germany,"Developer, front-end",,,,
64785,,,,,,1.0
64786,,,,,,
64787,,,,,,
64788,Romania,System administrator,,,,1.0
64789,India,"Developer, front-end",1-3,,1.0,1.0
64790,,System administrator,,,,
64791,Belgium,Project manager,5-10,,3.0,0.0
64792,,,,,,
64793,,,,,,
64794,,"Developer, embedded applications or devices",,,,
64795,Canada,"Developer, back-end",,,,0.0
64796,,,,,,1.0
64797,,,,,,0.0
64798,,,,,,1.0
64799,,,,,,
64800,,,,,,
64801,,"Developer, desktop or enterprise applications",,,,
64802,,,,,,1.0
64803,United States of America,"Developer, embedded applications or devices",5-10,,3.0,0.0
64804,,,,,,
64805,,,,,,1.0
64806,,,,,,
64807,Latvia,"Developer, back-end",,,,1.0
64808,,,,,,
64809,France,"Developer, full-stack",,,,
64810,,,,,,
64811,,,,,,1.0
64812,India,"Developer, front-end",,,,1.0
64813,,"Developer, full-stack",,,,
64814,,,,,,1.0
64815,,,,,,
64816,,,,,,1.0
64817,,,,,,1.0
64818,,,,,,1.0
64819,United States of America,"Developer, full-stack",,,,1.0
64820,,,,,,
64821,,,,,,
64822,,Research & Development role,,,,0.0
64823,,,,,,1.0
64824,,,,,,
64825,,,,,,
64826,,,,,,
64827,,,,,,
64828,,,,,,0.0
64829,United States of America,Engineering manager,20-30,,6.0,1.0
64830,,Research & Development role,,,,
64831,,"Developer, back-end",,,,
64832,,,,,,
64833,,,,,,
64834,Turkey,"Developer, full-stack",1-3,,1.0,1.0
64835,Brazil,"Developer, desktop or enterprise applications",,,,0.0
64836,,,,,,
64837,Andorra,Academic researcher,,,,
64838,,,,,,1.0
64839,,,,,,1.0
64840,,,,,,
64841,Senegal,Student,,,,1.0
64842,,,,,,
64843,Belarus,"Developer, mobile",,,,
64844,,,,,,1.0
64845,,Student,,,,
64846,,,,,,1.0
64847,,,,,,
64848,,,,,,1.0
64849,United States of America,"Senior Executive (C-Suite, VP, etc.)",,,,
64850,,,,,,0.0
64851,Lebanon,"Developer, full-stack",,,,1.0
64852,,,,,,
64853,,,,,,
64854,Brazil,Hardware Engineer,<1,,0.0,1.0
64855,Singapore,"Developer, back-end",,,,1.0
64856,Netherlands,Cloud infrastructure engineer,20-30,,6.0,1.0
64857,Sweden,"Developer, QA or test",1-3,,1.0,0.0
64858,,"Developer, full-stack",,,,1.0
64859,,,,,,0.0
64860,,,,,,
64861,Russian Federation,"Developer, back-end",5-10,,3.0,1.0
64862,,"Developer, embedded applications or devices",,,,
64863,,,,,,
64864,,,,,,1.0
64865,,,,,,1.0
64866,,,,,,
64867,,"Developer, full-stack",,,,0.0
64868,Netherlands,"Developer, full-stack",,,,
64869,Afghanistan,Blockchain,,,,
64870,,,,,,
64871,India,Student,,,,0.0
64872,United States of America,"Developer, mobile",,,,1.0
64873,United Kingdom of Great Britain and Northern Ireland,DevOps specialist,5-10,,3.0,1.0
64874,,Security professional,,,,
64875,,,,,,
64876,Netherlands,Cloud infrastructure engineer,,,,0.0
64877,,,,,,1.0
64878,,,,,,
64879,United States of America,"Developer, embedded applications or devices",,,,
64880,,,,,,
64881,Spain,"Developer, full-stack",3-5,,2.0,1.0
64882,,,,,,0.0
64883,,"Developer, full-stack",,,,
64884,,,,,,
64885,,,,,,
64886,,,,,,
64887,Germany,Data scientist or machine learning specialist,,,,1.0
64888,Russian Federation,Data or business analyst,5-10,,3.0,1.0
64889,,,,,,1.0
64890,Ukraine,"Developer, embedded applications or devices",20-30,,6.0,0.0
64891,,,,,,
64892,,,,,,
64893,,"Developer, desktop or enterprise applications",,,,
64894,,,,,,
64895,,,,,,0.0
64896,,,,,,
64897,,,,,,
64898,Portugal,DevOps specialist,,,,1.0
64899,,,,,,
64900,,,,,,1.0
64901,,"Developer, front-end",,,,
64902,,,,,,
64903,Germany,System administrator,,,,0.0
64904,,"Developer, full-stack",,,,1.0
64905,Germany,"Developer, back-end",10-15,,4.0,1.0
64906,,,,,,
64907,Belarus,"Developer, game or graphics",1-3,,1.0,1.0
64908,,Student,,,,
64909,,,,,,1.0
64910,Ukraine,"Developer, back-end",30+,,7.0,0.0
64911,,,,,,1.0
64912,,,,,,1.0
64913,India,Marketing or sales professional,,,,0.0
64914,,,,,,
64915,,"Developer, full-stack",,,,
64916,,,,,,
64917,,,,,,1.0
64918,,,,,,
64919,United States of America,"Developer, full-stack",,,,
64920,United States of America,"Developer, back-end",,,,0.0
64921,Sweden,Other (please specify):,,,,0.0
64922,,,,,,
64923,,,,,,0.0
64924,,,,,,1.0
64925,,,,,,
64926,,,,,,1.0
64927,,"Developer, full-stack",,,,
64928,,,,,,
64929,,,,,,
64930,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",5-10,,3.0,0.0
64931,,,,,,0.0
64932,Brazil,"Developer, full-stack",,,,1.0
64933,,DevOps specialist,,,,
64934,United States of America,System administrator,,,,
64935,,,,,,1.0
64936,,,,,,
64937,Viet Nam,"Developer, back-end",,,,0.0
64938,,"Developer, full-stack",,,,
64939,,"Developer, mobile",,,,
64940,,,,,,1.0
64941,,,,,,
64942,,"Developer, back-end",,,,
64943,Iraq,"Developer, back-end",,,,
64944,United States of America,"Developer, AI",15-20,,5.0,1.0
64945,United States of America,"Developer, back-end",5-10,,3.0,1.0
64946,,"Developer, full-stack",,,,0.0
64947,,,,,,1.0
64948,,,,,,1.0
64949,,,,,,
64950,,,,,,
64951,South Korea,"Engineer, site reliability",,,,1.0
64952,,,,,,
64953,,,,,,
64954,,,,,,
64955,United States of America,"Developer, AI",,,,1.0
64956,Denmark,Student,,,,1.0
64957,,,,,,1.0
64958,,,,,,
64959,,,,,,
64960,United States of America,"Developer, full-stack",,,,
64961,,,,,,0.0
64962,,,,,,
64963,,,,,,0.0
64964,,,,,,
64965,Egypt,Student,,,,1.0
64966,,,,,,
64967,,,,,,
64968,,,,,,
64969,,,,,,1.0
64970,,,,,,1.0
64971,,,,,,
64972,,,,,,1.0
64973,United States of America,Other (please specify):,,,,
64974,India,,,,,
64975,,,,,,
64976,,,,,,
64977,Brazil,"Developer, full-stack",15-20,,5.0,1.0
64978,,,,,,1.0
64979,,,,,,
64980,,,,,,
64981,Brazil,"Developer, mobile",,,,1.0
64982,Serbia,Engineering manager,,,,0.0
64983,,,,,,1.0
64984,Turkey,"Developer, mobile",,,,
64985,,,,,,0.0
64986,,,,,,
64987,India,"Developer, full-stack",,,,1.0
64988,,,,,,
64989,,,,,,
64990,Netherlands,Engineering manager,20-30,,6.0,1.0
64991,,,,,,
64992,Germany,"Developer, full-stack",,,,1.0
64993,Canada,"Developer, back-end",,,,1.0
64994,,,,,,
64995,United States of America,"Developer, full-stack",20-30,,6.0,0.0
64996,,,,,,1.0
64997,,,,,,0.0
64998,,,,,,1.0
64999,,,,,,
65000,Brazil,"Developer, back-end",,,,1.0
65001,United States of America,"Developer, full-stack",5-10,,3.0,0.0
65002,,,,,,1.0
65003,United Arab Emirates,"Developer, back-end",1-3,,1.0,0.0
65004,,,,,,1.0
65005,,,,,,1.0
65006,,,,,,
65007,,,,,,
65008,,,,,,1.0
65009,,,,,,1.0
65010,United Kingdom of Great Britain and Northern Ireland,Hardware Engineer,,,,0.0
65011,Romania,Data or business analyst,,,,0.0
65012,,,,,,1.0
65013,,,,,,1.0
65014,,,,,,
65015,,,,,,
65016,United States of America,"Developer, full-stack",10-15,,4.0,0.0
65017,,,,,,
65018,United States of America,"Developer, back-end",,,,
65019,,,,,,
65020,,,,,,
65021,,Other (please specify):,,,,
65022,United Kingdom of Great Britain and Northern Ireland,Student,,,,1.0
65023,United States of America,"Developer, QA or test",,,,1.0
65024,,"Developer, front-end",,,,
65025,,,,,,0.0
65026,,,,,,
65027,,,,,,
65028,,,,,,1.0
65029,,,,,,
65030,,,,,,1.0
65031,,,,,,
65032,Austria,Student,,,,
65033,,,,,,1.0
65034,,"Developer, full-stack",,,,1.0
65035,,,,,,
65036,,,,,,
65037,United States of America,"Developer, back-end",15-20,,5.0,1.0
65038,Brazil,"Developer, full-stack",,,,1.0
65039,,,,,,
65040,,,,,,
65041,,"Developer, back-end",,,,
65042,,,,,,
65043,,,,,,1.0
65044,United States of America,"Developer, mobile",10-15,,4.0,0.0
65045,,,,,,
65046,,,,,,
65047,,,,,,
65048,,,,,,1.0
65049,,,,,,1.0
65050,Finland,DevOps specialist,5-10,,3.0,0.0
65051,,,,,,
65052,United States of America,Other (please specify):,3-5,,2.0,0.0
65053,United States of America,Scientist,,,,1.0
65054,,,,,,
65055,,,,,,
65056,,,,,,0.0
65057,,,,,,1.0
65058,Andorra,Blockchain,,,,1.0
65059,Poland,Student,,,,1.0
65060,,,,,,0.0
65061,,"Developer, AI",,,,
65062,,,,,,1.0
65063,,,,,,
65064,,,,,,1.0
65065,,,,,,0.0
65066,Lithuania,"Developer, back-end",10-15,,4.0,1.0
65067,United States of America,"Developer, full-stack",20-30,,6.0,0.0
65068,,,,,,
65069,Poland,"Developer, embedded applications or devices",,,,0.0
65070,,Data scientist or machine learning specialist,,,,
65071,Algeria,Student,,,,
65072,,,,,,
65073,United States of America,"Developer, AI",,,,
65074,,,,,,1.0
65075,,,,,,
65076,,,,,,
65077,,,,,,1.0
65078,,,,,,1.0
65079,Indonesia,Academic researcher,,,,1.0
65080,,,,,,1.0
65081,Israel,Developer Experience,,,,1.0
65082,United States of America,System administrator,,,,0.0
65083,,,,,,
65084,,,,,,1.0
65085,United States of America,"Developer, front-end",15-20,,5.0,1.0
65086,,,,,,
65087,,,,,,1.0
65088,,Other (please specify):,,,,0.0
65089,Italy,"Developer, full-stack",5-10,,3.0,1.0
65090,,"Developer, full-stack",,,,0.0
65091,,"Developer, front-end",,,,1.0
65092,,,,,,1.0
65093,Israel,"Developer, full-stack",,,,0.0
65094,United States of America,Research & Development role,10-15,,4.0,1.0
65095,,,,,,1.0
65096,United States of America,"Developer, front-end",5-10,,3.0,0.0
65097,,,,,,1.0
65098,Cameroon,"Developer, mobile",,,,1.0
65099,,,,,,
65100,United States of America,"Developer, back-end",,,,
65101,,,,,,
65102,,,,,,
65103,,,,,,
65104,,,,,,1.0
65105,,,,,,
65106,United States of America,"Developer, front-end",5-10,,3.0,1.0
65107,Indonesia,"Developer, full-stack",,,,1.0
65108,,,,,,
65109,,,,,,
65110,,,,,,
65111,,Cloud infrastructure engineer,,,,1.0
65112,,,,,,
65113,Colombia,Student,,,,1.0
65114,,,,,,1.0
65115,,,,,,1.0
65116,,,,,,
65117,Hong Kong (S.A.R.),Student,,,,1.0
65118,Thailand,Data or business analyst,10-15,,4.0,1.0
65119,,,,,,
65120,,,,,,1.0
65121,China,"Developer, full-stack",3-5,,2.0,1.0
65122,India,Data scientist or machine learning specialist,5-10,,3.0,1.0
65123,Canada,"Developer, back-end",3-5,,2.0,0.0
65124,India,Other (please specify):,,,,1.0
65125,Republic of Korea,"Developer, desktop or enterprise applications",3-5,,2.0,1.0
65126,,,,,,1.0
65127,Mexico,"Developer, back-end",,,,1.0
65128,,,,,,1.0
65129,Indonesia,"Developer, full-stack",15-20,,5.0,1.0
65130,,,,,,1.0
65131,,,,,,
65132,,,,,,
65133,United States of America,"Developer, back-end",10-15,,4.0,0.0
65134,,,,,,1.0
65135,United States of America,"Developer, embedded applications or devices",,,,1.0
65136,,,,,,
65137,,,,,,1.0
65138,Japan,Hardware Engineer,,,,1.0
65139,,,,,,1.0
65140,,,,,,
65141,,"Developer, full-stack",,,,
65142,,,,,,
65143,,,,,,1.0
65144,,,,,,
65145,United States of America,Student,,,,0.0
65146,,,,,,1.0
65147,Czech Republic,"Developer, full-stack",10-15,,4.0,0.0
65148,,,,,,1.0
65149,Spain,Security professional,,,,1.0
65150,,,,,,
65151,,,,,,
65152,Estonia,"Developer, back-end",10-15,,4.0,1.0
65153,France,"Developer, embedded applications or devices",10-15,,4.0,0.0
65154,Kenya,"Developer, full-stack",1-3,,1.0,1.0
65155,,,,,,
65156,,,,,,
65157,,Other (please specify):,,,,
65158,,,,,,1.0
65159,,,,,,
65160,,"Developer, mobile",,,,0.0
65161,,,,,,
65162,France,"Developer, full-stack",5-10,,3.0,1.0
65163,,,,,,
65164,Germany,"Developer, full-stack",3-5,,2.0,1.0
65165,,"Developer, front-end",,,,
65166,,Database administrator,,,,
65167,Spain,"Developer, front-end",5-10,,3.0,1.0
65168,Poland,"Developer, back-end",1-3,,1.0,1.0
65169,Norway,"Developer, full-stack",1-3,,1.0,0.0
65170,,,,,,
65171,Slovakia,"Developer, game or graphics",,,,0.0
65172,India,"Developer, full-stack",,,,1.0
65173,,,,,,
65174,,,,,,
65175,India,Cloud infrastructure engineer,,,,1.0
65176,,,,,,
65177,Spain,Academic researcher,,,,1.0
65178,Hungary,"Developer, desktop or enterprise applications",,,,1.0
65179,Israel,"Developer, embedded applications or devices",15-20,,5.0,1.0
65180,,,,,,
65181,Italy,"Developer, desktop or enterprise applications",,,,
65182,Germany,"Developer, full-stack",,,,0.0
65183,,"Developer, full-stack",,,,
65184,,,,,,
65185,United Kingdom of Great Britain and Northern Ireland,"Developer, full-stack",,,,
65186,,,,,,1.0
65187,,,,,,
65188,United States of America,"Developer, QA or test",,,,
65189,,,,,,
65190,,,,,,
65191,,,,,,
65192,,,,,,1.0
65193,,,,,,0.0
65194,,,,,,1.0
65195,,,,,,
65196,,,,,,1.0
65197,,,,,,
65198,,,,,,
65199,Brazil,Other (please specify):,,,,0.0
65200,,,,,,
65201,,,,,,
65202,,,,,,
65203,,,,,,
65204,,,,,,
65205,,"Developer, full-stack",,,,
65206,,,,,,1.0
65207,,,,,,1.0
65208,,"Developer, full-stack",,,,
65209,,,,,,1.0
65210,El Salvador,Data scientist or machine learning specialist,,,,1.0
65211,,,,,,1.0
65212,,,,,,
65213,,,,,,
65214,,,,,,1.0
65215,United States of America,"Senior Executive (C-Suite, VP, etc.)",20-30,,6.0,0.0
65216,,,,,,1.0
65217,,,,,,1.0
65218,,,,,,
65219,Sweden,,20-30,,6.0,1.0
65220,,,,,,1.0
65221,Turkey,"Developer, full-stack",,,,1.0
65222,,,,,,
65223,,,,,,
65224,Brazil,Cloud infrastructure engineer,5-10,,3.0,1.0
65225,Argentina,"Developer, full-stack",,,,1.0
65226,,,,,,
65227,Canada,Developer Experience,,,,
65228,Austria,Engineering manager,,,,1.0
65229,,"Developer, front-end",,,,
65230,,,,,,
65231,,Other (please specify):,,,,
65232,,,,,,1.0
65233,,"Developer, AI",,,,
65234,,,,,,
65235,United States of America,"Developer, mobile",,,,
65236,,,,,,
65237,United States of America,"Developer, full-stack",,,,
65238,,,,,,
65239,,,,,,
65240,,"Developer, desktop or enterprise applications",,,,
65241,,Other (please specify):,,,,
65242,United States of America,Engineering manager,10-15,,4.0,1.0
65243,United States of America,"Senior Executive (C-Suite, VP, etc.)",20-30,,6.0,1.0
65244,,,,,,
65245,,,,,,
65246,,,,,,1.0
65247,,,,,,1.0
65248,United States of America,"Developer, AI",,,,
65249,,Student,,,,
65250,United States of America,"Developer, back-end",,,,0.0
65251,,,,,,1.0
65252,,,,,,1.0
65253,United States of America,Other (please specify):,,,,
65254,,"Developer, desktop or enterprise applications",,,,
65255,"Iran, Islamic Republic of...",Student,,,,1.0
65256,Pakistan,"Developer, front-end",,,,1.0
65257,United States of America,Other (please specify):,,,,1.0
65258,,,,,,
65259,,,,,,1.0
65260,,DevOps specialist,,,,
65261,,"Developer, full-stack",,,,
65262,United States of America,"Developer, full-stack",3-5,,2.0,1.0
65263,,,,,,1.0
65264,,"Developer, desktop or enterprise applications",,,,1.0
65265,,,,,,
65266,India,"Developer, mobile",1-3,,1.0,1.0
65267,,,,,,
65268,Mexico,System administrator,,,,0.0
65269,United States of America,"Developer, full-stack",5-10,,3.0,1.0
65270,United States of America,"Senior Executive (C-Suite, VP, etc.)",,,,0.0
65271,United States of America,Research & Development role,20-30,,6.0,0.0
65272,,,,,,
65273,,,,,,1.0
65274,,,,,,1.0
65275,Belgium,"Developer, back-end",,,,1.0
65276,,,,,,
65277,,,,,,
65278,South Korea,Student,,,,1.0
65279,,,,,,
65280,,"Developer, embedded applications or devices",,,,1.0
65281,,"Developer, back-end",,,,
65282,,,,,,
65283,Canada,"Developer, back-end",5-10,,3.0,1.0
65284,Dominican Republic,Student,,,,1.0
65285,,,,,,1.0
65286,,,,,,1.0
65287,,,,,,
65288,,,,,,1.0
65289,Ukraine,"Developer, full-stack",,,,1.0
65290,,"Developer, full-stack",,,,
65291,,,,,,
65292,Spain,"Senior Executive (C-Suite, VP, etc.)",15-20,,5.0,0.0
65293,,,,,,0.0
65294,,,,,,
65295,,,,,,
65296,,,,,,1.0
65297,,,,,,1.0
65298,,,,,,
65299,,,,,,
65300,,,,,,
65301,Norway,"Developer, full-stack",1-3,,1.0,1.0
65302,,,,,,
65303,,,,,,
65304,,,,,,
65305,,,,,,1.0
65306,Nigeria,"Developer, desktop or enterprise applications",,,,0.0
65307,Singapore,Engineering manager,,,,
65308,,,,,,1.0
65309,,,,,,0.0
65310,France,"Developer, back-end",,,,0.0
65311,,,,,,
65312,,,,,,
65313,,"Developer, full-stack",,,,
65314,,,,,,
65315,,,,,,1.0
65316,,,,,,
65317,,System administrator,,,,
65318,,,,,,
65319,,,,,,1.0
65320,,,,,,
65321,,,,,,1.0
65322,,,,,,
65323,,,,,,
65324,,DevOps specialist,,,,
65325,,Data scientist or machine learning specialist,,,,
65326,,,,,,
65327,Romania,"Developer, back-end",,,,1.0
65328,,"Developer, full-stack",,,,
65329,,,,,,
65330,,,,,,
65331,,,,,,
65332,,,,,,
65333,,,,,,0.0
65334,Sweden,"Developer, back-end",,,,1.0
65335,Germany,"Developer, full-stack",,,,1.0
65336,,"Developer, back-end",,,,1.0
65337,,Student,,,,
65338,,,,,,0.0
65339,,,,,,1.0
65340,India,"Developer, mobile",,,,
65341,Netherlands,"Developer, full-stack",,,,1.0
